Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
New Feature,Patch Available,THRIFT-126,12403202,,TMemoryBuffer for Erlang,dreiss,dreiss,Minor,Closed,Fixed,28/Aug/08 00:42,01/Nov/11 02:54,
Bug,,THRIFT-3,12396150,,"Comparator is on object equivalence, not value equivalence",bryanduxbury,bryanduxbury,Minor,Closed,Fixed,15/May/08 23:33,01/Nov/11 02:54,
Improvement,Patch Available,THRIFT-218,12409589,,"When validation fails on serialization/deserialization, print out the invalid object",bryanduxbury,marz,Minor,Closed,Fixed,01/Dec/08 22:00,01/Nov/11 02:54,
Improvement,Patch Available,THRIFT-684,12446180,,Add constructor to TNonblockingServerSocket to accept InetSocketAddress,larsfrancke,larsfrancke,Minor,Closed,Fixed,21/Jan/10 02:10,01/Nov/11 02:54,
Bug,,THRIFT-17,12396504,,check if input file is specify,shigin,shigin,Minor,Closed,Fixed,21/May/08 14:44,01/Nov/11 02:54,
Bug,Patch Available,THRIFT-586,12436076,,TSocket incorrectly sets the exception type when an end of file error occurs,esteve,esteve,Minor,Closed,Fixed,18/Sep/09 16:12,01/Nov/11 02:54,
New Feature,Patch Available,THRIFT-178,12406770,,Final Keyword,erikfrey,erikfrey,Minor,Closed,Fixed,20/Oct/08 00:06,01/Nov/11 02:54,
Bug,Patch Available,THRIFT-69,12399557,,currentTime returns random result if used in user program,shigin,shigin,Minor,Closed,Fixed,03/Jul/08 19:42,01/Nov/11 02:54,
Improvement,Patch Available,THRIFT-318,12414273,,Performance of HashSet for enumeration VALID_VALUES seems poor,bryanduxbury,bryanduxbury,Minor,Closed,Fixed,06/Feb/09 22:54,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-1137,12503803,,add Compiler Version Info to generated files,roger,roger,Minor,Closed,Fixed,08/Apr/11 23:17,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-394,12419194,,Work around Mono < 1.2.4 not defining CLI ThreadPool correctly,euphoria,euphoria,Minor,Closed,Won't Fix,23/Mar/09 03:51,01/Nov/11 02:53,
Sub-task,Patch Available,THRIFT-142,12404766,12404765,"If a required field is omitted on serialization, throw an exception",bryanduxbury,bryanduxbury,Minor,Closed,Fixed,19/Sep/08 18:24,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-172,12406531,,"Improve printing of ""binary""",pkozikow,marz,Minor,Closed,Fixed,15/Oct/08 21:15,01/Nov/11 02:53,
Improvement,,THRIFT-101,12401366,,"In java:beans, possible to get an unset primitive type",,bryanduxbury,Minor,Closed,Invalid,30/Jul/08 22:29,01/Nov/11 02:53,
Bug,,THRIFT-559,12432824,,Metadata maps keys should be Shorts,bryanduxbury,bryanduxbury,Minor,Closed,Won't Fix,11/Aug/09 21:38,01/Nov/11 02:53,
Bug,,THRIFT-1203,12509716,,Java server returns JSON map items in the wrong order,,henrique,Minor,Closed,Won't Fix,09/Jun/11 14:01,01/Nov/11 02:53,
Improvement,,THRIFT-13,12396305,,Do not generate constants class if Thrift file does not have any constants,,jstuyts,Minor,Closed,Fixed,19/May/08 09:55,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-343,12415096,,#import <Cocoa/Cocoa.h> unnecessary and borks iPhone compilation,geechorama,geechorama,Minor,Closed,Fixed,18/Feb/09 21:56,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-763,12462631,,Variable capture bug in generated struct compareTo,marz,marz,Minor,Closed,Fixed,21/Apr/10 10:09,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-270,12412539,,C++ Library Namespaces should be apache::thrift instead of facebook::thrift,tjake,ahfeel,Minor,Closed,Fixed,15/Jan/09 22:56,01/Nov/11 02:53,
Improvement,,THRIFT-10,12396176,,Descriptors used during serialization should be immutable objects,bryanduxbury,jstuyts,Minor,Closed,Fixed,16/May/08 07:49,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-431,12422193,,capitalize namespace values,michaelstockton,michaelstockton,Minor,Closed,Fixed,07/Apr/09 03:02,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-420,12421839,,Deprecate negative field ids,dreiss,dreiss,Minor,Closed,Fixed,02/Apr/09 07:30,01/Nov/11 02:53,
New Feature,,THRIFT-613,12439212,,Make generated cocoa objects implement NSCoding protocol,geechorama,geechorama,Minor,Closed,Fixed,27/Oct/09 20:13,01/Nov/11 02:53,
Improvement,,THRIFT-240,12411083,,TBase should implement Cloneable,bryanduxbury,marz,Minor,Closed,Fixed,20/Dec/08 00:00,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-204,12408437,,C# Partial Classes,euphoria,abbot,Minor,Closed,Fixed,13/Nov/08 16:41,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-248,12411717,,Factor BinaryProtocolAccelerated into separate protocol and struct components,bryanduxbury,bryanduxbury,Minor,Closed,Fixed,05/Jan/09 21:20,01/Nov/11 02:53,
Improvement,,THRIFT-504,12425456,,Log4j requirement documentation missing,,swade,Minor,Closed,Fixed,14/May/09 12:52,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-1166,12506540,,C++ tests in test/cpp broken,roger,klickverbot,Minor,Closed,Fixed,08/May/11 14:06,01/Nov/11 02:53,
Bug,,THRIFT-641,12442455,,--gen java no longer generates constructors with all required and optional args.,,gdusbabek,Minor,Closed,Won't Fix,04/Dec/09 15:06,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-470,12424123,,perl namespace for fb303,,jjschutz,Minor,Closed,Fixed,29/Apr/09 03:38,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-199,12408288,,Integrate lib/perl into automake,tjake,carlos.valiente,Minor,Closed,Fixed,11/Nov/08 20:27,01/Nov/11 02:53,
Bug,,THRIFT-534,12429639,,Perl portion of configure script ignores prefix,tjake,stuhood,Minor,Closed,Duplicate,06/Jul/09 20:20,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-9,12396175,,Add a default namespace declaration for all languages,dreiss,jstuyts,Minor,Closed,Fixed,16/May/08 07:32,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-348,12415438,,Compiler warning: readBool not returning a value,dreiss,vicaya,Minor,Closed,Fixed,24/Feb/09 03:01,01/Nov/11 02:53,
Bug,,THRIFT-232,12410726,,"Works on CentOS, breaks on Umbutu",,gobigdave,Minor,Closed,Cannot Reproduce,15/Dec/08 19:08,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-46,12398729,,Processing throws the wrong exception when an unknown method is called,cmkimerer,cmkimerer,Minor,Closed,Fixed,20/Jun/08 22:06,01/Nov/11 02:53,
New Feature,,THRIFT-774,12464028,,TDeserializer should provide a partialDeserialize method for primitive types,pkozikow,pkozikow,Minor,Closed,Fixed,07/May/10 21:24,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-194,12407950,,Exception types are not namespace-qualified in catch() blocks of the generated C++ code,,ntamas,Minor,Closed,Fixed,06/Nov/08 16:48,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-554,12431746,,Perl improper namespace check for exception handling and writeMessageEnd missing on processor calls,ewaters,ewaters,Minor,Closed,Fixed,29/Jul/09 22:42,01/Nov/11 02:53,
Question,,THRIFT-1138,12503860,,Is there any c# HTTP Server?,,nilshu,Minor,Closed,Fixed,10/Apr/11 11:06,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-115,12402683,,Isset structure has a large memory footprint,bryanduxbury,bryanduxbury,Minor,Closed,Fixed,20/Aug/08 00:39,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-1268,12519148,,"FB cpp updates, jan-apr 2010.",,davejwatson@fb,Minor,Closed,Incomplete,17/Aug/11 17:05,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-779,12464308,,PHP - enums as string,,juzna.cz,Minor,Closed,Won't Fix,11/May/10 23:50,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-277,12412648,,Abstract Transport in Ruby #read method should throw NotImplementedException,bryanduxbury,bryanduxbury,Minor,Closed,Fixed,17/Jan/09 00:48,01/Nov/11 02:53,
Sub-task,Patch Available,THRIFT-379,12417122,12410501,Print enum value names,bryanduxbury,bryanduxbury,Minor,Closed,Fixed,18/Mar/09 02:06,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-528,12428927,,perl lib installation prefix should be configurable,tjake,mimbert,Minor,Closed,Fixed,26/Jun/09 06:32,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-60,12399035,,Constants object should extend NSObject,geechorama,geechorama,Minor,Closed,Fixed,25/Jun/08 20:57,01/Nov/11 02:53,
New Feature,Patch Available,THRIFT-695,12454994,,Python Serializer/Deserializer,marz,marz,Minor,Closed,Fixed,02/Feb/10 00:04,01/Nov/11 02:53,
Task,Patch Available,THRIFT-683,12446166,,Remove profanity from Thrift,dreiss,dreiss,Minor,Closed,Fixed,20/Jan/10 23:56,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-324,12414374,,call to undefined subroutine strlen(),roccoblues,roccoblues,Minor,Closed,Fixed,09/Feb/09 13:07,01/Nov/11 02:53,
New Feature,,THRIFT-322,12414316,,IHttpHandler for Thrift,nilshu,fhedberg,Minor,Closed,Fixed,07/Feb/09 22:34,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-247,12411675,,THttpServer Transport,,ahfeel,Minor,Closed,Fixed,05/Jan/09 09:15,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-215,12409361,,bad assert() in Monitor.cpp,erikfrey,erikfrey,Minor,Closed,Fixed,27/Nov/08 00:53,01/Nov/11 02:53,
Bug,Patch Available,THRIFT-225,12410015,,Can't assign some field types a default values,bryanduxbury,bryanduxbury,Minor,Closed,Fixed,04/Dec/08 21:19,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-130,12403627,,Remove optional read or write framing from TFramedTransport,bryanduxbury,bryanduxbury,Minor,Closed,Fixed,03/Sep/08 18:14,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-1141,12504035,,Include C (glib) library in default Debian package,roger,lfittl,Minor,Closed,Fixed,12/Apr/11 10:41,01/Nov/11 02:53,
Improvement,Patch Available,THRIFT-1243,12515185,,TAsyncChannel callbacks,aubonbeurre,aubonbeurre,Minor,Closed,Fixed,24/Jul/11 10:03,01/Nov/11 00:57,
Bug,,THRIFT-1342,12522804,,Compilation problem on Windows of fastbinary.c,aubonbeurre,aubonbeurre,Minor,Closed,Fixed,12/Sep/11 21:03,01/Nov/11 00:57,
New Feature,Patch Available,THRIFT-582,12435625,,C implementation of Thrift,anatolikus,dreiss,Minor,Closed,Fixed,14/Sep/09 16:18,27/Oct/11 23:03,
Sub-task,,THRIFT-938,12475447,12475444,Pascal version of the tutorial sample code,,jensg,Minor,Closed,Won't Fix,29/Sep/10 20:39,23/Oct/11 16:54,
Bug,,THRIFT-1390,12527185,,Debian packages build fix for Squeeze (build from the official  0.7.0 tarball),jfarrell,cdelfosse,Minor,Closed,Fixed,14/Oct/11 12:12,20/Oct/11 02:37,
Improvement,Patch Available,THRIFT-1130,12503475,,Add the ability to specify symbolic default value for optional boolean,nhed,nhed,Minor,Closed,Fixed,05/Apr/11 23:47,13/Oct/11 21:49,
Bug,,THRIFT-1381,12526110,,Thrift C++ libs have incorrectly versioned names,jfarrell,peace,Minor,Closed,Fixed,06/Oct/11 20:13,11/Oct/11 23:50,
Improvement,,THRIFT-1373,12526055,,Fix user-defined exception generation in thrift (python),davejwatson@fb,davejwatson@fb,Minor,Closed,Fixed,06/Oct/11 14:57,07/Oct/11 18:47,
Improvement,,THRIFT-1375,12526059,,fixed a hex char conversion bug in TJSONProtocol,davejwatson@fb,davejwatson@fb,Minor,Closed,Fixed,06/Oct/11 15:11,07/Oct/11 01:30,
Improvement,,THRIFT-1376,12526060,,Make port specification option in thrift remote,davejwatson@fb,davejwatson@fb,Minor,Closed,Fixed,06/Oct/11 15:12,07/Oct/11 01:30,
Improvement,,THRIFT-1377,12526061,,abort PHP deserialization on unknown field type,davejwatson@fb,davejwatson@fb,Minor,Closed,Fixed,06/Oct/11 15:13,07/Oct/11 01:30,
Improvement,,THRIFT-1379,12526063,,"fix uninitialized enum values in thrift C++ objects
",davejwatson@fb,davejwatson@fb,Minor,Closed,Fixed,06/Oct/11 15:23,07/Oct/11 01:30,
Bug,,THRIFT-1355,12524353,,Running make in lib/rb doesn't build the native extensions,jfarrell,takashi.yonebayashi,Minor,Closed,Fixed,22/Sep/11 23:40,23/Sep/11 17:57,
Bug,,THRIFT-857,12471958,,"tests run by ""make install"" fail if generators are disabled",jfarrell,lowekamp,Minor,Closed,Fixed,18/Aug/10 23:36,21/Sep/11 00:40,
Improvement,,THRIFT-1339,12522491,,Extend Tuple Protocol to TUnions,armaansarkar,armaansarkar,Minor,Closed,Fixed,10/Sep/11 00:15,20/Sep/11 23:14,
Improvement,Patch Available,THRIFT-1345,12522987,,Allow building without tests,vlovich,vlovich,Minor,Closed,Fixed,14/Sep/11 02:46,14/Sep/11 05:08,
Improvement,,THRIFT-1334,12522352,," Add more info to IllegalStateException
",,davejwatson@fb,Minor,Closed,Fixed,09/Sep/11 00:15,09/Sep/11 04:56,
Improvement,,THRIFT-1333,12522351,," Make RWGuard not copyable
",,davejwatson@fb,Minor,Closed,Fixed,09/Sep/11 00:14,09/Sep/11 04:56,
Improvement,Patch Available,THRIFT-1332,12522258,,TSSLTransportParameters class uses hard coded value keyManagerType: SunX509,vladimir.zhilyaev,vladimir.zhilyaev,Minor,Closed,Fixed,08/Sep/11 13:46,08/Sep/11 17:26,
Improvement,,THRIFT-1314,12520950,," thrift: add TProcessorFactory
",davejwatson@fb,davejwatson@fb,Minor,Closed,Fixed,31/Aug/11 17:22,01/Sep/11 18:07,
Improvement,,THRIFT-1315,12520951,," thrift: generate server interface factory classes
",davejwatson@fb,davejwatson@fb,Minor,Closed,Fixed,31/Aug/11 17:23,01/Sep/11 18:01,
Improvement,Patch Available,THRIFT-1217,12511403,,Use evutil_socketpair instead of pipe (Windows port),,aubonbeurre,Minor,Closed,Fixed,23/Jun/11 20:39,01/Sep/11 17:41,
Improvement,,THRIFT-1317,12520953,," Remove copy constructibility from
",davejwatson@fb,davejwatson@fb,Minor,Closed,Fixed,31/Aug/11 17:27,01/Sep/11 17:41,
Improvement,,THRIFT-1305,12520593,," thrift: make TConnection a private inner class of
",davejwatson@fb,davejwatson@fb,Minor,Closed,Fixed,29/Aug/11 15:31,01/Sep/11 17:41,
Bug,,THRIFT-1299,12520323,,"If SSL is available, 'thrift' binary links against it",jfarrell,diwaker,Minor,Closed,Fixed,26/Aug/11 23:18,29/Aug/11 19:16,
