Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,MESOS-8993,13166147,`network/ports` and `network/ports_mapping` isolators are missing from CMake build,jamespeach,andschwa,Major,Open,,14/Jun/18 17:01,01/Jul/20 13:43,
Improvement,MESOS-7935,13099524,CMake build should fail immediately for in-source builds,csnate,milipili,Major,Reviewable,,04/Sep/17 03:48,01/Jul/20 13:43,
Task,MESOS-9117,13175246,Add XFS Disk Isolator support to CMake,,andschwa,Major,Open,,27/Jul/18 18:27,01/Jul/20 13:42,
Improvement,MESOS-7528,13073563,Extend CMake system to support user-defined path for 3rd party libraries,,chhsia0,Major,Open,,19/May/17 20:51,01/Jul/20 13:41,
Wish,MESOS-9503,13207037,Exporting Mesos Cmake targets,,Pwera,Major,Open,,31/Dec/18 13:45,01/Jul/20 13:24,
Bug,MESOS-7834,13090058,CMake does not set default --launcher_dir correctly,asekretenko,andschwa,Major,Resolved,Fixed,25/Jul/17 22:02,01/Jul/20 12:48,
Improvement,MESOS-6771,13027107,Add and vet `install` target,asekretenko,andschwa,Major,Resolved,Fixed,09/Dec/16 21:35,01/Jul/20 12:42,
Bug,MESOS-9271,13187882,DockerContainerizerHealthCheckTest.ROOT_DOCKER_USERNETWORK_NETNAMESPACE_HealthyTaskViaHTTP is flaky,,bennoe,Major,Open,,27/Sep/18 11:50,23/Jun/20 01:43,
Bug,MESOS-10144,13312928,MasterQuotaTest.ValidateLimitAgainstConsumed is flaky,,greggomann,Major,Open,,23/Jun/20 00:25,23/Jun/20 00:27,
Bug,MESOS-10133,13307499,Task launched with 0 scalar value for persistent volume.,,bmahler,Major,Open,,26/May/20 17:48,16/Jun/20 08:44,
Bug,MESOS-10138,13309868,rpm update resets service runlevel ,,f1outsourcing,Major,Open,,06/Jun/20 13:03,16/Jun/20 08:30,
Bug,MESOS-10139,13310515,Mesos agent host may become unresponsive when it is under low memory pressure,,qianzhang,Major,Open,,10/Jun/20 01:23,10/Jun/20 01:37,
Epic,MESOS-7884,13094233,Support containerd on Mesos.,,gilbert,Major,Open,,11/Aug/17 23:18,08/Jun/20 00:51,
Bug,MESOS-10136,13307878,MasterDrainingTest.DrainAgentUnreachable is flaky,,greggomann,Major,Open,,28/May/20 01:46,28/May/20 01:49,
Epic,MESOS-5795,12987050,Add Nvidia GPU support for in the docker containerizer,mzhu,klueska,Major,Open,,06/Jul/16 05:51,27/May/20 00:28,
Bug,MESOS-10104,13291745,Agent fails to detect memory size on FreeBSD,,JamesWright,Major,Resolved,Fixed,14/Mar/20 20:03,22/May/20 11:22,
Improvement,MESOS-10130,13305622,Docker Manifest list support,,kaalh,Major,Open,,18/May/20 08:33,19/May/20 14:48,
Bug,MESOS-10127,13304510,The sequences used in Docker volume isolator are never erased,,qianzhang,Major,Open,,13/May/20 03:12,18/May/20 14:08,
Bug,MESOS-8464,13132152,Automate building of mesos-tidy docker image,,bbannier,Major,Reviewable,,19/Jan/18 11:51,18/May/20 13:29,
Bug,MESOS-10091,13281900,CI builds on ubuntu 14.04 fail to create Java bindings,,bbannier,Major,Open,,28/Jan/20 10:07,18/May/20 13:29,
Epic,MESOS-5011,12952712,Support OCI image spec.,qianzhang,gyliu,Major,In Progress,,23/Mar/16 06:59,18/May/20 08:35,
Task,MESOS-10054,13271003,Update Docker containerizer to set Docker container's resource limits and `oom_score_adj`,qianzhang,qianzhang,Major,Resolved,Fixed,27/Nov/19 13:28,07/May/20 13:32,
Task,MESOS-10053,13271001,Update Docker executor to set Docker container's resource limits and `oom_score_adj`,qianzhang,qianzhang,Major,Resolved,Fixed,27/Nov/19 13:28,07/May/20 13:31,
Task,MESOS-10048,13270994,Update the memory subsystem in the cgroup isolator to set container's memory resource limits and `oom_score_adj`,qianzhang,qianzhang,Major,Resolved,Fixed,27/Nov/19 13:24,07/May/20 13:31,
Task,MESOS-10045,13270989,Validate task's resources limits and the `share_cgroups` field,greggomann,qianzhang,Major,Resolved,Done,27/Nov/19 13:19,07/May/20 13:30,
Bug,MESOS-10107,13295188,containeriser: failed to remove cgroup - EBUSY,cf.natali,Charle,Major,Resolved,Fixed,31/Mar/20 08:06,07/May/20 11:32,
Epic,MESOS-10001,13260162,Resource Limits and Requests,,greggomann,Major,Resolved,Done,02/Oct/19 18:21,07/May/20 10:45,
Bug,MESOS-10118,13298660,Agent incorrectly handles draining when empty,greggomann,greggomann,Major,Resolved,Fixed,15/Apr/20 21:22,07/May/20 01:08,
Task,MESOS-10115,13298192,Add documentation for task resource limits,greggomann,qianzhang,Major,Resolved,Done,14/Apr/20 06:41,07/May/20 00:58,
Bug,MESOS-10093,13283589,Libprocess does not properly escape subprocess argument strings on Windows,,greggomann,Major,Accepted,,05/Feb/20 22:48,06/May/20 15:39,
Bug,MESOS-8921,13159606,Autotools don't work with newer OpenJDK versions,karya,karya,Major,Resolved,Fixed,16/May/18 05:23,06/May/20 15:30,
Documentation,MESOS-9979,13259035,Add docs for FrameworkInfo updates and the UPDATE_FRAMEWORK call.,asekretenko,asekretenko,Major,Resolved,Fixed,26/Sep/19 12:22,06/May/20 15:17,
Epic,MESOS-8500,13134125,Enhanced support for multi-role scalibility,asekretenko,karya,Major,In Progress,,26/Jan/18 22:17,05/May/20 17:34,
Bug,MESOS-4996,12952255,'containerizer->update' will always fail after killing a docker container.,,jieyu,Major,Resolved,Fixed,21/Mar/16 23:30,05/May/20 08:33,
Task,MESOS-10117,13298562,Update the `usage()` method of containerizer to set resource limits in the `ResourceStatistics` protobuf message,qianzhang,qianzhang,Major,Resolved,Fixed,15/Apr/20 12:56,05/May/20 08:17,
Task,MESOS-10049,13270996,Add a new reason in `TaskStatus::Reason` for the case that a task is OOM-killed due to exceeding its memory request,greggomann,qianzhang,Major,Resolved,Fixed,27/Nov/19 13:26,05/May/20 08:01,
Bug,MESOS-10122,13299998,cmake+MSBuild is uncapable of building all Mesos sources in parallel.,asekretenko,asekretenko,Major,Reviewable,,21/Apr/20 13:54,04/May/20 18:09,
Bug,MESOS-9109,13174118,Windows agent uses reserved character :(colon) for file name and crashes when attempting to remove link,,edis,Major,Accepted,,24/Jul/18 14:45,29/Apr/20 05:02,
Bug,MESOS-8824,13154639,"Send the task's latest ""status update state"" to frameworks when an unreachable agent reregisters.",xujyan,xujyan,Major,Reviewable,,23/Apr/18 22:20,29/Apr/20 05:02,
Bug,MESOS-9191,13181805,Docker command executor may stuck at infinite unkillable loop.,abudnik,gilbert,Major,Accepted,,29/Aug/18 07:05,29/Apr/20 05:01,
Improvement,MESOS-9189,13181765,Include 'Connection: close' header in master streaming API responses.,bmahler,bmahler,Major,Accepted,,29/Aug/18 01:11,29/Apr/20 05:01,
Improvement,MESOS-9553,13213820,Do not drop operations when SLRP reconciles storage pools.,,chhsia0,Major,Open,,05/Feb/19 01:31,29/Apr/20 05:01,
Bug,MESOS-9654,13221804,`PUBLISH_RESOURCES` should fail if the resource version changes.,,chhsia0,Major,Open,,15/Mar/19 03:35,29/Apr/20 05:01,
Bug,MESOS-10124,13300036,OpenSSLSocketImpl on Windows with 'support_downgrade' is incorrectly polling for read readiness.,bmahler,bmahler,Major,Resolved,Fixed,21/Apr/20 17:12,24/Apr/20 22:11,
Improvement,MESOS-6568,13019652,JSON serialization should not omit empty arrays in HTTP APIs,bmahler,neilc,Major,Reviewable,,09/Nov/16 20:45,22/Apr/20 17:12,
Task,MESOS-10121,13299992,stdout/stderr not rotating,,eee771,Major,Open,,21/Apr/20 13:36,21/Apr/20 13:41,
Bug,MESOS-10120,13299633,Authorization for /logging/toggle and  /metrics/snapshot is skipped on Windows.,asekretenko,asekretenko,Major,Resolved,Fixed,20/Apr/20 10:24,21/Apr/20 08:19,
Improvement,MESOS-10112,13297651,Log peer address during TLS handshake failures.,bmahler,bmahler,Major,Resolved,Fixed,10/Apr/20 17:16,17/Apr/20 22:24,
Epic,MESOS-9916,13247956,Support per-container cpu / memory bursting.,,bmahler,Major,Resolved,Duplicate,30/Jul/19 22:24,14/Apr/20 21:54,
Bug,MESOS-7217,13048931,CgroupsIsolatorTest.ROOT_CGROUPS_CFS_EnableCfs is flaky.,,tillt,Major,Resolved,Fixed,07/Mar/17 16:36,08/Apr/20 14:04,
Bug,MESOS-10110,13296771,Libprocess ignores most protobuf (de)serialisation failure cases.,cf.natali,Charle,Major,Resolved,Fixed,07/Apr/20 08:06,07/Apr/20 23:01,
Epic,MESOS-10004,13260170,Enable SSL on Windows,kaysoky,greggomann,Major,Resolved,Fixed,02/Oct/19 18:41,02/Apr/20 16:55,
Epic,MESOS-10108,13295842,SSL Improvements,,greggomann,Major,Open,,02/Apr/20 16:51,02/Apr/20 16:54,
Task,MESOS-10072,13275101,Windows: Curl requires zlib when built with SSL support on Windows,,kaysoky,Major,Open,,17/Dec/19 21:46,02/Apr/20 16:54,
Task,MESOS-10069,13274824,Consider modifying Process_BENCHMARK_ClientServer to compare socket performance on the new OpenSSL socket implementation,,kaysoky,Major,Open,,16/Dec/19 19:03,02/Apr/20 16:54,
Epic,MESOS-7930,13099333,Libevent SSL Technical Debt,,bmahler,Major,Resolved,Fixed,01/Sep/17 22:30,02/Apr/20 16:53,
Bug,MESOS-7933,13099346,"LibeventSSLSocket downgrade is broken, assumes HTTP.",,bmahler,Major,Open,,01/Sep/17 23:30,02/Apr/20 16:53,
Bug,MESOS-7932,13099344,LibeventSSLSocket downgrade code can look at garbage data.,,bmahler,Major,Open,,01/Sep/17 23:25,02/Apr/20 16:53,
Bug,MESOS-7931,13099334,LibeventSSLSocket send does not expose progress.,,bmahler,Major,Open,,01/Sep/17 22:34,02/Apr/20 16:52,
Improvement,MESOS-6770,13027105,Handle SSL socket read and write events separately,,greggomann,Major,Accepted,,09/Dec/16 21:23,02/Apr/20 16:52,
