Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,MESOS-7296,13058752,CMake 2.8.10 does not support TIMESTAMP,andschwa,andschwa,Trivial,Resolved,Fixed,23/Mar/17 22:12,29/Apr/19 09:27,
Bug,MESOS-909,12689063,Errors when using stout headers with clang,tillt,tillt,Trivial,Resolved,Fixed,15/Jan/14 18:58,29/Apr/19 09:27,
Improvement,MESOS-950,12691475,Add LLDB helpers,nnielsen,nnielsen,Trivial,Resolved,Fixed,27/Jan/14 21:35,29/Apr/19 09:26,
Improvement,MESOS-3054,12845287,update gitignore,jamespeach,jamespeach,Trivial,Resolved,Fixed,15/Jul/15 16:09,29/Apr/19 09:26,
Improvement,MESOS-1636,12729393,Build failure under jdk1.8.0_11,,asarkar,Trivial,Resolved,Cannot Reproduce,24/Jul/14 08:03,29/Apr/19 09:26,
Bug,MESOS-4519,12934248,configure.ac uses a mix of tabs and spaces indentation,,bbannier,Trivial,Open,,26/Jan/16 21:50,29/Apr/19 09:26,
Improvement,MESOS-4537,12934642,Optionally install stout and libprocess test binaries,dishjira,bbannier,Trivial,Open,,28/Jan/16 00:33,29/Apr/19 09:26,
Improvement,MESOS-908,12688934,warnings when building with clang ,,tillt,Trivial,Resolved,Fixed,15/Jan/14 03:56,29/Apr/19 09:26,
Bug,MESOS-6207,13005922,Python bindings fail to build with custom SVN installation path,ipronin,ipronin,Trivial,Resolved,Fixed,19/Sep/16 14:21,29/Apr/19 09:26,
Improvement,MESOS-4216,12923443,post-reviews.py should support multiple git worktrees,,lins05,Trivial,Resolved,Duplicate,21/Dec/15 14:38,29/Apr/19 09:25,
Documentation,MESOS-7501,13071222,Change legacy --with-network-isolator to --with-port-mapping-isolator,timhansen,tim.hansen,Trivial,Resolved,Fixed,11/May/17 15:49,29/Apr/19 09:25,
Task,MESOS-9454,13202510,Testing JIRA issue sync ,marco.monaco,marco.monaco,Trivial,Resolved,Fixed,05/Dec/18 11:52,15/Feb/19 16:18,
Documentation,MESOS-3803,12907745,system requirenments on debian,hartem,introom,Trivial,Accepted,,25/Oct/15 15:03,26/Nov/18 13:36,
Task,MESOS-3481,12895161,Add const accessor to Master flags,guoger,kaysoky,Trivial,Reviewable,,21/Sep/15 16:26,26/Nov/18 13:31,
Wish,MESOS-4114,12920798,Add field VIP to message Port,avinash.mesos,sargun,Trivial,Resolved,Won't Fix,10/Dec/15 15:58,26/Nov/18 12:50,
Bug,MESOS-3584,12902490,"rename libprocess tests to ""libprocess-tests""",karya,jamespeach,Trivial,Resolved,Fixed,05/Oct/15 19:59,26/Nov/18 12:22,
Bug,MESOS-3329,12859903,Unused hashmap::existsValue functions have incomplete code paths,qiujian,nfnt,Trivial,Resolved,Fixed,28/Aug/15 12:31,26/Nov/18 12:22,
Documentation,MESOS-3844,12911181,"getting started documentation has flaws, corrections suggested (http://mesos.apache.org/gettingstarted/)",klueska,Dobermanne,Trivial,Resolved,Fixed,06/Nov/15 19:28,26/Nov/18 12:22,
Improvement,MESOS-4015,12916314,Expose task / executor health in master & slave state.json,hartem,sargun,Trivial,Resolved,Fixed,25/Nov/15 23:50,26/Nov/18 12:22,
Task,MESOS-3492,12895548,Expose maintenance user doc via the documentation home page,kaysoky,kaysoky,Trivial,Resolved,Fixed,22/Sep/15 18:49,26/Nov/18 12:22,
Improvement,MESOS-3173,12849942,"Mark Path::basename, Path::dirname as const functions.",nfnt,nfnt,Trivial,Resolved,Fixed,29/Jul/15 14:18,26/Nov/18 12:22,
Bug,MESOS-3591,12902564,"mesos-slave: --help output for ""--master"" is incomplete",neilc,neilc,Trivial,Resolved,Fixed,06/Oct/15 00:44,26/Nov/18 12:22,
Documentation,MESOS-4336,12929320,Document supported file types for archive extraction by fetcher,bernd-mesos,ssk2hd,Trivial,Resolved,Fixed,11/Jan/16 23:46,26/Nov/18 12:21,
Improvement,MESOS-4792,12945104,"Remove src/common/date_utils.{c,h}pp",yongtang,neilc,Trivial,Resolved,Fixed,26/Feb/16 23:27,26/Nov/18 12:21,
Improvement,MESOS-3304,12857999,Remove remnants of LIBPROCESS_STATISTICS_WINDOW,greggomann,greggomann,Trivial,Resolved,Fixed,21/Aug/15 23:47,26/Nov/18 12:21,
Task,MESOS-3144,12848976,Update Homebrew formula for Mesos (Mac OSX),marco-mesos,marco-mesos,Trivial,Resolved,Fixed,24/Jul/15 19:22,26/Nov/18 12:21,
Improvement,MESOS-4790,12945058,Revert external linkage of symbols in master/constants.hpp,neilc,neilc,Trivial,Resolved,Fixed,26/Feb/16 21:31,26/Nov/18 12:21,
Bug,MESOS-3321,12859416,Spurious fetcher message about extracting an archive,bernd-mesos,karya,Trivial,Resolved,Fixed,26/Aug/15 19:53,26/Nov/18 12:21,
Improvement,MESOS-2275,12770429,Document header include rules in style guide,nfnt,nnielsen,Trivial,Resolved,Fixed,27/Jan/15 18:56,26/Nov/18 12:21,
Bug,MESOS-4357,12929917,GMock warning in RoleTest.ImplicitRoleStaticReservation,neilc,neilc,Trivial,Resolved,Fixed,13/Jan/16 19:07,26/Nov/18 12:21,
Bug,MESOS-2873,12838129,style hook prevent's valid markdown files from getting committed,arojas,arojas,Trivial,Resolved,Fixed,16/Jun/15 11:16,26/Nov/18 12:20,
Documentation,MESOS-2413,12777987,Create user doc for task labels,nnielsen,nnielsen,Trivial,Resolved,Fixed,26/Feb/15 19:37,26/Nov/18 12:20,
Improvement,MESOS-4710,12940228,Add comment about labels caveats to mesos.proto,neilc,sargun,Trivial,Resolved,Fixed,18/Feb/16 18:27,26/Nov/18 12:20,
Improvement,MESOS-3486,12895307,Use DROP_PROTOBUF instead of DROP_MESSAGE in tests,mrbrowning,neilc,Trivial,Resolved,Fixed,22/Sep/15 02:01,26/Nov/18 12:20,
Wish,MESOS-3835,12910836,Expose framework principal through state.json/state,gyliu,sargun,Trivial,Resolved,Fixed,05/Nov/15 20:32,26/Nov/18 12:20,
Bug,MESOS-8156,13115422,Add a socketpair helper to the stout net API,jamespeach,jamespeach,Trivial,Resolved,Fixed,01/Nov/17 17:45,16/Oct/18 23:32,
Task,MESOS-8535,13135661,Replace custom nanoserver image with official one,,akagup,Trivial,Open,,02/Feb/18 01:31,02/Oct/18 21:55,
Task,MESOS-7989,13103305,Use `SLEEP_COMMAND` consistently,,andschwa,Trivial,Open,,19/Sep/17 17:57,27/Aug/18 22:26,
Task,MESOS-2633,12821698,Move implementations of Framework struct functions out of master.hpp.,bennoe,jvanremoortere,Trivial,Resolved,Fixed,16/Apr/15 22:04,02/Aug/18 13:49,
Bug,MESOS-8977,13164260,BuildBot uses Docker with AUFS that has a max file length limit of 242 characters,johnkord,johnkord,Trivial,Resolved,Fixed,05/Jun/18 19:07,05/Jun/18 20:16,
Bug,MESOS-8162,13115584,Binary data causes bloat in the git repository,,mcypark,Trivial,Open,,02/Nov/17 10:33,02/May/18 02:47,
Improvement,MESOS-8506,13134615,Add test coverage for `Resources::find` on revocable resources,zhitao,zhitao,Trivial,Resolved,Resolved,30/Jan/18 00:01,10/Apr/18 18:29,
Documentation,MESOS-4786,12944998,Example in C++ style guide uses wrong indention for wrapped line,bbannier,bbannier,Trivial,Resolved,Fixed,26/Feb/16 18:48,26/Mar/18 08:11,
Improvement,MESOS-6128,13002944,"Make ""re-register"" vs. ""reregister"" consistent in the master",jamespeach,neilc,Trivial,Resolved,Fixed,06/Sep/16 15:01,09/Mar/18 19:10,
Improvement,MESOS-355,12634029,Python 3.x support for C extensions,,wickman,Trivial,Resolved,Won't Fix,26/Feb/13 00:21,16/Feb/18 11:43,
Improvement,MESOS-8493,13133892,Master task state metrics discrepancy,,ipronin,Trivial,Open,,26/Jan/18 01:02,26/Jan/18 01:05,
Improvement,MESOS-8285,13122063,Pass checker namespaces as clone constants.,,jamespeach,Trivial,Open,,01/Dec/17 00:31,01/Dec/17 00:32,
Bug,MESOS-8170,13115994,Propagate exit status 127 for errors after fork,,jamespeach,Trivial,Open,,03/Nov/17 16:58,03/Nov/17 17:01,
Bug,MESOS-8166,13115701,Improve reaper responsiveness on Linux,,jamespeach,Trivial,Open,,02/Nov/17 18:24,02/Nov/17 18:24,
Bug,MESOS-8155,13115393,subprocess clone argument should return a Try<pid_t>,jamespeach,jamespeach,Trivial,Open,,01/Nov/17 16:02,01/Nov/17 17:44,
Bug,MESOS-8122,13111109,Broken link in docker volume page,,stbof,Trivial,Open,,20/Oct/17 22:06,20/Oct/17 22:06,
Documentation,MESOS-8109,13110279,Broken markup in `Attaching containers to CNI networks`,,dothebart,Trivial,Open,,18/Oct/17 12:18,18/Oct/17 12:18,
Bug,MESOS-7978,13102290,Lint javascript files to enable linting.,ArmandGrillet,ArmandGrillet,Trivial,Resolved,Fixed,14/Sep/17 15:23,04/Oct/17 20:04,
Improvement,MESOS-7864,13092904,Agent logs should be accesible with the `/agent/log` path.,arojas,arojas,Trivial,Reviewable,,07/Aug/17 15:19,07/Aug/17 15:56,
Improvement,MESOS-7857,13092317,`DISTCHECK_CONFIGURE_FLAGS` does not inherit flags from `configure`,,chhsia0,Trivial,Open,,03/Aug/17 22:12,03/Aug/17 22:12,
Bug,MESOS-7817,13088828,CreateProcess wrapper's error message is bad,andschwa,andschwa,Trivial,Resolved,Fixed,20/Jul/17 17:04,20/Jul/17 18:44,
Documentation,MESOS-1002,12695092,"Add ""make check"" instruction to getting started doc",vinodkone,goldenv,Trivial,Resolved,Fixed,13/Feb/14 22:33,17/Jul/17 12:02,
Improvement,MESOS-3818,12909789,"Line wrapping for ""--help"" output",,neilc,Trivial,Open,,02/Nov/15 21:29,10/Jul/17 19:29,
Improvement,MESOS-2569,12786376,"Introduce Buffer abstraction to minimize inline buffer size constants, allocation and safe-guards",,nnielsen,Trivial,Open,,27/Mar/15 23:53,24/May/17 17:04,
Bug,MESOS-5463,12973158,"mesos::internal::Files gets in an invalid state if the paths ""/"" and """" are attached",,arojas,Trivial,Accepted,,26/May/16 18:26,24/May/17 17:03,
Task,MESOS-1876,12746806,Remove deprecated 'slave_id' field in ReregisterSlaveMessage.,js84,bmahler,Trivial,Resolved,Fixed,08/Oct/14 20:23,24/May/17 17:03,
Improvement,MESOS-2576,12787074,Camel-case libprocess variable and method names,,nnielsen,Trivial,Open,,31/Mar/15 16:19,24/May/17 17:03,
Bug,MESOS-2835,12836607,Fix typos in source comments,aditidixit,nnielsen,Trivial,Resolved,Fixed,09/Jun/15 17:53,24/May/17 17:03,
Bug,MESOS-7482,13070498,#elif does not match #ifdef when checking the platform.,chhsia0,chhsia0,Trivial,Reviewable,,09/May/17 17:08,12/May/17 14:12,
Bug,MESOS-5595,12977594,GMock warning in FaultToleranceTest.SchedulerReregisterAfterFailoverTimeout,neilc,neilc,Trivial,Resolved,Fixed,10/Jun/16 12:40,26/Apr/17 17:01,
Bug,MESOS-7270,13057743,Java V1 Framwork Test failed on macOS,chhsia0,chhsia0,Trivial,Resolved,Fixed,21/Mar/17 00:27,26/Apr/17 17:00,
Bug,MESOS-16,12509289,Wrong paths in LxcIsolation external tests,,woggle,Trivial,Resolved,Won't Fix,04/Jun/11 23:02,26/Apr/17 16:53,
Bug,MESOS-4448,12933052,When returning HTTP code 403 a description should be given,srbrahma,arojas,Trivial,Open,,21/Jan/16 11:51,26/Apr/17 16:53,
Wish,MESOS-4027,12917080,Improve task-node affinity,qianzhang,ct.clmsn,Trivial,Open,,30/Nov/15 22:02,26/Apr/17 16:53,
Bug,MESOS-2146,12756820,Mesos Web UI - Incorrect allocations on Slave Overview page,,bc_mesos,Trivial,Open,,20/Nov/14 21:18,26/Apr/17 16:52,
Bug,MESOS-654,12664844,Code cleanup...,,lyda,Trivial,Resolved,Incomplete,21/Aug/13 14:20,26/Apr/17 16:52,
Bug,MESOS-6661,13024817,maintenance status page has inconsistent formatting,,BlanchardA,Trivial,Resolved,Won't Fix,01/Dec/16 16:22,27/Mar/17 22:56,
Improvement,MESOS-7021,13038481,Consistent symlink behavior for os::stat accessors.,jamespeach,jamespeach,Trivial,Resolved,Fixed,27/Jan/17 16:53,23/Mar/17 17:03,
Bug,MESOS-7240,13055903,Slave logs do not show gpus resources,,osallou,Trivial,Resolved,Invalid,14/Mar/17 10:50,21/Mar/17 18:44,
Bug,MESOS-6946,13035947,Make wait status checks consistent.,jamespeach,jamespeach,Trivial,Resolved,Fixed,18/Jan/17 18:16,20/Jan/17 07:32,
Improvement,MESOS-6921,13034746,Document posix isolators could not isolate resources in configuration.md,,haosdent huang,Trivial,Open,,13/Jan/17 17:45,13/Jan/17 17:45,
Bug,MESOS-4826,12945763,Test helper function mesos::internal::tests::Metrics has name not following mesos style ,,bbannier,Trivial,Open,,01/Mar/16 08:25,10/Jan/17 13:26,
Bug,MESOS-6598,13021316,Broken Link Framework Development Page,kaysoky,bernadinm,Trivial,Resolved,Fixed,17/Nov/16 00:12,10/Jan/17 01:08,
Bug,MESOS-6738,13026259,Mesos master help message gives unformatted documents.,,BrickXu,Trivial,Resolved,Not A Problem,07/Dec/16 07:20,15/Dec/16 04:32,
Improvement,MESOS-6479,13014988,add ability to execute batch jobs from TaskGroupInfo proto in execute.cpp and add string flag for framework-name,asamerh4,asamerh4,Trivial,Resolved,Won't Fix,25/Oct/16 06:14,10/Nov/16 18:56,
Improvement,MESOS-6458,13014690,Add test to check fromString function of stout library,ManuwelaKanade-GSLab,ManuwelaKanade-GSLab,Trivial,Resolved,Fixed,24/Oct/16 11:36,27/Oct/16 16:45,
Improvement,MESOS-5464,12973234,The max number of completed executors for a mesos slave should be configurable,hercule24,kjohnstone6@gatech.edu,Trivial,Resolved,Fixed,26/May/16 23:18,11/Oct/16 20:07,
Bug,MESOS-6069,12999037,Misspelt TASK_KILLED in mesos slave,hercule24,cmaloney,Trivial,Resolved,Fixed,22/Aug/16 22:21,07/Sep/16 07:03,
Bug,MESOS-6089,13000002,mesos-slave --version requires --work_dir,,fehu,Trivial,Resolved,Fixed,25/Aug/16 12:57,25/Aug/16 20:12,
Improvement,MESOS-5830,12988332,Make a sweep to trim excess space around angle brackets,cgj,bbannier,Trivial,Resolved,Fixed,11/Jul/16 15:37,25/Aug/16 09:16,
Improvement,MESOS-6056,12998414,add NOOP Container Logger for mesos,,IvanJobs,Trivial,Resolved,Not A Problem,19/Aug/16 07:07,23/Aug/16 04:24,
Bug,MESOS-2211,12765990,Include guard naming fixup,,tillt,Trivial,Accepted,,09/Jan/15 10:30,12/Aug/16 21:40,
Bug,MESOS-5895,12992121,lt-mesos-agent --version displays usage not version because --work_dir is missing,,codesf,Trivial,Open,,25/Jul/16 00:18,25/Jul/16 00:18,
Improvement,MESOS-2274,12770425,Document makefile rules in style guide,,nnielsen,Trivial,Open,,27/Jan/15 18:55,13/Jul/16 17:05,
Documentation,MESOS-5808,12987690,Elasticsearch misspelled on homepage,keithchambers,keithchambers,Trivial,Resolved,Fixed,08/Jul/16 04:17,08/Jul/16 04:41,
Bug,MESOS-3057,12845352,Mesos web ui sorting by Id results in non-intuitive order.,,Croseborough,Trivial,Accepted,,15/Jul/15 18:21,18/Jun/16 20:33,
Task,MESOS-4788,12945026,Mesos UI should show the role and principal of a framework,deshna,zhitao,Trivial,Resolved,Fixed,26/Feb/16 19:55,18/Jun/16 17:51,
Improvement,MESOS-5636,12980320,Display allocated resources in the agent listing of the webui.,janisz,janisz,Trivial,Resolved,Fixed,17/Jun/16 21:54,17/Jun/16 23:38,
Bug,MESOS-5451,12972617,Show Framework ID in log for long-lived-framework,guoger,guoger,Trivial,Resolved,Fixed,25/May/16 06:41,07/Jun/16 17:10,
Improvement,MESOS-2299,12771024,default work_dir of /tmp/mesos is problematic,,lloesche,Trivial,Resolved,Duplicate,29/Jan/15 14:03,07/Jun/16 07:51,
Bug,MESOS-4885,12947778,Unzip should force overwrite,janisz,janisz,Trivial,Resolved,Fixed,07/Mar/16 20:00,04/Jun/16 18:03,
Task,MESOS-3784,12906559,Replace Master/Slave Terminology Phase I - Update mesos-cli ,guoger,darroyo,Trivial,Resolved,Fixed,21/Oct/15 14:06,31/May/16 02:12,
Improvement,MESOS-5002,12952484,Reflecting the Tachyon => Alluxio rename in the documentation.,jsimsa,jsimsa,Trivial,Resolved,Fixed,22/Mar/16 15:43,31/May/16 02:11,
Documentation,MESOS-5440,12972035,There is a misspelling in some markdown files,,appchemist,Trivial,Resolved,Not A Problem,23/May/16 11:17,24/May/16 02:40,
Improvement,MESOS-2578,12787076,Add '{' on newline for function declarations in style checker,,nnielsen,Trivial,Accepted,,31/Mar/15 16:26,19/May/16 02:56,
Bug,MESOS-5402,12970535,Mesos site does not render properly on small screens,janisz,janisz,Trivial,Resolved,Duplicate,17/May/16 20:52,18/May/16 17:22,
Bug,MESOS-5305,12963705,'unused parameter' warnings may occur when '-Wextra' is enabled.,,gilbert,Trivial,Open,,28/Apr/16 23:06,02/May/16 17:23,
Improvement,MESOS-2287,12770760,Document undocumented tests,,nnielsen,Trivial,Accepted,,28/Jan/15 18:29,30/Mar/16 08:43,
Improvement,MESOS-2585,12787467,Use full width for mesos div.container,mlunoe,alsonkemp,Trivial,Resolved,Fixed,01/Apr/15 21:02,26/Mar/16 05:33,
Task,MESOS-5024,12953268,local docker puller uses colon in tarball names,,jamespeach,Trivial,Open,,24/Mar/16 16:12,24/Mar/16 16:12,
Improvement,MESOS-4930,12949818,Update example frameworks in Mesos codebase to assign proper TaskId in order to be sorted correctly in WebUI,guoger,guoger,Trivial,Open,,14/Mar/16 09:40,15/Mar/16 06:56,
Bug,MESOS-4929,12949799,WebUI does not correctly sort tasks when their TaskIds are of different length,,guoger,Trivial,Resolved,Duplicate,14/Mar/16 08:29,14/Mar/16 08:43,
Bug,MESOS-3727,12904724,File permission inconsistency for mesos-master executable and mesos-init-wrapper.,,sarjeet,Trivial,Resolved,Won't Fix,14/Oct/15 01:28,23/Feb/16 06:26,
Task,MESOS-4688,12939580,Document scheduler driver metrics,,xujyan,Trivial,Open,,16/Feb/16 18:35,17/Feb/16 06:04,
Improvement,MESOS-4600,12936846,Use `std::quoted` for strings in error messages,,ijimenez,Trivial,Open,,04/Feb/16 20:03,04/Feb/16 20:03,
Wish,MESOS-4428,12932367,Get only running tasks from mesos api,,tpolekhin,Trivial,Open,,19/Jan/16 10:07,19/Jan/16 10:11,
Bug,MESOS-3933,12913343,"Use a simpler realm for ""Unauthorized"" HTTP responses.",arojas,nfnt,Trivial,Resolved,Fixed,16/Nov/15 15:42,11/Jan/16 13:45,
Bug,MESOS-4326,12929040,post-reviews.py should not escape backticks in commit messages,,neilc,Trivial,Open,,10/Jan/16 21:33,10/Jan/16 21:33,
Wish,MESOS-4182,12922278,"Add Qunar to the ""Powered by"" page.",,BrickXu,Trivial,Resolved,Fixed,16/Dec/15 07:30,04/Jan/16 19:16,
Improvement,MESOS-2446,12779262,Show 'checkpoint' field in framework view in the Mesos Web UI,,nnielsen,Trivial,Open,,04/Mar/15 01:07,03/Jan/16 15:15,
Bug,MESOS-3702,12904169,Mesos UI -> Slaves shows not all resources when roles applied ,,tpolekhin,Trivial,Open,,12/Oct/15 13:19,03/Jan/16 14:15,
Bug,MESOS-4009,12916112,RegistryClientTest.SimpleRegistryPuller doesn't compile with GCC 5.1.1,nfnt,nfnt,Trivial,Resolved,Fixed,25/Nov/15 10:48,25/Nov/15 15:03,
Task,MESOS-2157,12757776,Add /master/slaves and /master/frameworks/{framework}/tasks/{task} endpoints,,nnielsen,Trivial,Accepted,,25/Nov/14 19:11,23/Nov/15 10:03,
Bug,MESOS-1867,12746087,Precision errors in UI,,bobrik,Trivial,Resolved,Fixed,06/Oct/14 09:43,08/Nov/15 12:51,
Bug,MESOS-3708,12904235,improve process::subprocess ABORT message,jamespeach,jamespeach,Trivial,Resolved,Fixed,12/Oct/15 16:38,04/Nov/15 23:10,
Bug,MESOS-3569,12901921,Typos in Mesos Monitoring doc page,bhuvan,harisekhon,Trivial,Resolved,Fixed,01/Oct/15 15:29,03/Nov/15 01:30,
Improvement,MESOS-3218,12852520,Enhance the bootstrap script,chenzhiwei,chenzhiwei,Trivial,Resolved,Invalid,06/Aug/15 09:25,19/Oct/15 01:59,
Task,MESOS-1935,12748539,Replace hard-coded reap interval with a constant,gyliu,alexr,Trivial,Resolved,Fixed,16/Oct/14 09:01,14/Oct/15 10:00,
Improvement,MESOS-1805,12742154,change const pass-by-value to const reference in stout,gyliu,kdomanski,Trivial,Resolved,Won't Fix,17/Sep/14 14:23,25/Sep/15 22:48,
Wish,MESOS-3276,12856503,Add Scrapinghub to the Powered By Mesos page,lins05,lins05,Trivial,Resolved,Fixed,17/Aug/15 02:56,19/Aug/15 12:41,
Bug,MESOS-2411,12777743,trailing slash in work_dir causes sandbox link issues,haosdent@gmail.com,elmalto,Trivial,Resolved,Cannot Reproduce,26/Feb/15 01:54,07/Aug/15 17:25,
Documentation,MESOS-3087,12846244,Typos in oversubscription doc,haosdent@gmail.com,candlerb,Trivial,Resolved,Fixed,20/Jul/15 10:42,27/Jul/15 17:23,
Documentation,MESOS-2458,12779984,"Typo in Committer's Guide (article 5, line 2)",bmahler,lunsee,Trivial,Resolved,Fixed,06/Mar/15 04:44,02/Jul/15 18:43,
Bug,MESOS-130,12539414,Python tests require setuptools to be installed,woggle,woggle,Trivial,Resolved,Fixed,23/Jan/12 03:45,02/Jul/15 18:43,
Bug,MESOS-1092,12701178,"[Doc] ""bin/mesos-master --help"" to ""mesos-master --help""",chengwei-yang,chengwei-yang,Trivial,Resolved,Fixed,13/Mar/14 07:49,02/Jul/15 18:43,
Bug,MESOS-61,12530114,third_party/boost-1.37.0 contains files from later versions of boost,,woggle,Trivial,Resolved,Won't Fix,03/Nov/11 21:11,02/Jul/15 18:43,
Improvement,MESOS-847,12681321,Update Mesos webui favicon to use Mesos Logo,,zmanji,Trivial,Resolved,Duplicate,26/Nov/13 18:54,02/Jul/15 18:43,
Improvement,MESOS-2149,12756869,Install clang-format config on bootstrap,cmaloney,cmaloney,Trivial,Resolved,Not A Problem,21/Nov/14 01:41,02/Jul/15 18:43,
Improvement,MESOS-1691,12733070,Improvement of Docker image location failure message,tnachen,jeid,Trivial,Resolved,Fixed,10/Aug/14 00:19,02/Jul/15 18:43,
Task,MESOS-2563,12786046,Add license blobs to Java JNI cpp files,haosdent@gmail.com,jvanremoortere,Trivial,Resolved,Fixed,26/Mar/15 23:44,09/Jun/15 07:19,
Bug,MESOS-2659,12823549,update pthread and python autoconf macros,jamespeach,jamespeach,Trivial,Resolved,Fixed,23/Apr/15 20:40,04/Jun/15 13:55,
Documentation,MESOS-2675,12825980,"""contribute"" link on the sidebar of ""community"" page is broken",bmahler,lins05,Trivial,Resolved,Fixed,29/Apr/15 15:31,01/May/15 20:54,
Bug,MESOS-53,12529422,Master should make offers even for machines with no free memory,vinodkone,matei,Trivial,Resolved,Fixed,30/Oct/11 20:59,06/Apr/15 19:43,
Bug,MESOS-163,12544332,test_framework cannot run without MESOS_BUILD_DIR set unless libmesos.so is on library path,,woggle,Trivial,Resolved,Won't Fix,27/Feb/12 22:29,06/Apr/15 18:18,
Improvement,MESOS-7,12498836,Add a timeout to external tests,,matei,Trivial,Resolved,Won't Fix,17/Feb/11 07:35,06/Apr/15 18:09,
Improvement,MESOS-2577,12787075,Add header ordering in style checker,,nnielsen,Trivial,Open,,31/Mar/15 16:23,31/Mar/15 16:23,
Improvement,MESOS-2568,12786321,Move src/tests/common/http_tests.cpp to src/tests/,,nnielsen,Trivial,Open,,27/Mar/15 20:21,27/Mar/15 20:21,
Documentation,MESOS-2468,12780624,Update homebrew should be marked as an optional step in the release manager process doc,,nnielsen,Trivial,Open,,09/Mar/15 22:02,10/Mar/15 20:04,
Task,MESOS-2429,12778897,Update website styling to properly theme tables,,davelester,Trivial,Open,,02/Mar/15 23:05,02/Mar/15 23:05,
