Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,THRIFT-4544,13150304,,Thrift Git link is broken,,ajsunny86,Blocker,Closed,Duplicate,05/Apr/18 13:59,05/Apr/18 15:20,
Bug,,THRIFT-4543,13150259,,Apache Thrift unavailable after git repository move,,Rockj,Blocker,Closed,Duplicate,05/Apr/18 10:16,05/Apr/18 10:40,
Bug,,THRIFT-4395,13121700,,Unable to build in the ubuntu-xenial docker image: clap 2.28 requires Rust 1.20,jking3,jking3,Blocker,Closed,Fixed,29/Nov/17 18:00,14/Dec/17 13:55,
Bug,,THRIFT-4044,13038664,,"Build job 17 failing on every pull request; hspec core (haskell) 2.4 issue",jking3,jking3,Blocker,Closed,Workaround,28/Jan/17 19:03,14/Dec/17 13:55,
Bug,,THRIFT-4328,13101732,,Travis CI builds are timing out (job 1) and haxe builds are failing since 9/11,jking3,jking3,Blocker,Closed,Fixed,12/Sep/17 18:44,14/Dec/17 13:55,
Bug,,THRIFT-4141,13059380,,Installation of haxe in docker files refers to a redirect link and fails,jking3,jking3,Blocker,Closed,Fixed,27/Mar/17 11:55,14/Dec/17 13:55,
Bug,,THRIFT-4260,13089304,,Go context generation issue. Context is parameter in Interface not in implementation,taozle,basvanbeek,Blocker,Closed,Fixed,23/Jul/17 09:28,14/Dec/17 13:55,
Bug,,THRIFT-4076,13041412,,Appveyor builds failing because ant 1.9.8 was removed from apache servers,jking3,jking3,Blocker,Closed,Fixed,08/Feb/17 15:28,14/Dec/17 13:55,
Bug,,THRIFT-4184,13067350,,Building on Appveyor: invalid escape sequence \L,jking3,jking3,Blocker,Closed,Fixed,27/Apr/17 12:30,14/Dec/17 13:55,27/Apr/17 00:00
Bug,,THRIFT-4213,13075383,,"Travis build fails at curl -sSL https://www.npmjs.com/install.sh | sh",jking3,jensg,Blocker,Closed,Won't Fix,27/May/17 18:54,14/Dec/17 13:55,
Bug,,THRIFT-4370,13111956,,Ubuntu Artful cppcheck and flake8 are more stringent and causing SCA build job failures,jking3,jking3,Blocker,Closed,Fixed,25/Oct/17 13:14,14/Dec/17 13:55,
Bug,,THRIFT-4234,13082375,,"Travis build fails cross language tests with ""Unsupported security protocol type""",,econner724,Blocker,Closed,Fixed,25/Jun/17 15:19,14/Dec/17 13:54,
Bug,,THRIFT-4078,13041501,,TServiceClient.java pollutes System.out with debug message,,ctubbsii,Blocker,Closed,Duplicate,08/Feb/17 21:40,08/Feb/17 21:48,
Bug,,THRIFT-3964,13019398,,Unsupported mechanism type ????? due to dependency on default OS-dependent charset,ggregory,ggregory,Blocker,Closed,Fixed,08/Nov/16 22:43,12/Dec/16 18:02,
Bug,,THRIFT-3881,12989911,,"Travis CI builds are failing due to docker failures (three retries, and gives up)",jking3,jking3,Blocker,Closed,Cannot Reproduce,15/Jul/16 19:13,12/Dec/16 18:02,
Bug,,THRIFT-3992,13025318,,Typescript Definitions of asnyc jqRequest-functions return void instead of jqPromise,,davidsautter,Blocker,Closed,Invalid,03/Dec/16 12:16,03/Dec/16 16:41,
Bug,,THRIFT-3949,13013379,,missing make dist entry for compiler/cpp/test,nsuke,nsuke,Blocker,Closed,Fixed,19/Oct/16 03:06,04/Nov/16 15:30,
Bug,,THRIFT-3813,12965099,,Appveyor builds reference an openssl version that is no longer there,jking3,jking3,Blocker,Closed,Fixed,04/May/16 21:12,12/Aug/16 01:29,04/May/16 00:00
Bug,,THRIFT-3793,12960103,,Appveyor builds reference an ant version that is no longer there,jking3,jking3,Blocker,Closed,Fixed,19/Apr/16 19:40,12/Aug/16 01:29,19/Apr/16 00:00
Bug,,THRIFT-3861,12982101,,Travis CI builds are timing out - C++TServerIntegrationTest appears to be hanging,jensg,jking3,Blocker,Closed,Fixed,22/Jun/16 21:17,12/Aug/16 01:29,
Bug,,THRIFT-3850,12976952,,All apache builds are failing when initiated from a github pull request,jfarrell,jking3,Blocker,Closed,Fixed,08/Jun/16 18:21,24/Jun/16 01:07,
Bug,,THRIFT-3804,12963534,,server is stuck in loadshedding mode,,newpoo.liu@gmail.com,Blocker,Closed,Won't Fix,28/Apr/16 16:14,28/Apr/16 19:39,
Sub-task,,THRIFT-1038,12495462,12641270,Generated Java code for structures containing binary fields (or collections thereof) are not serializable (in the Java sense) even though they implement java.io.Serializable,herberts,herberts,Blocker,Closed,Fixed,13/Jan/11 06:17,11/Jan/16 09:51,
Bug,Patch Available,THRIFT-3518,12926975,,TConcurrentClientSyncInfo files were missing for Visual Studio,,in-chief,Blocker,Closed,Fixed,04/Jan/16 13:52,06/Jan/16 02:11,
Bug,,THRIFT-3003,12775906,,Missing LICENSE file prevents package from being installed,jfarrell,geraud,Blocker,Closed,Fixed,18/Feb/15 16:32,18/Oct/15 20:08,
Bug,,THRIFT-3230,12843576,,Python compiler generates wrong code if there is function throwing a typedef of exception with another namespace,lifei.vip,lifei.vip,Blocker,Closed,Fixed,08/Jul/15 17:12,09/Oct/15 11:25,
Bug,Patch Available,THRIFT-3252,12848390,,"Missing TConcurrentClientSyncInfo.h in cpp Makefile, so doesn't install",beberg,beberg,Blocker,Closed,Fixed,22/Jul/15 21:29,25/Aug/15 04:44,
Bug,,THRIFT-3241,12844595,,fatal error: runtime: cannot map pages in arena address space,jensg,jensg,Blocker,Closed,Fixed,13/Jul/15 09:44,31/Jul/15 21:41,
Bug,,THRIFT-3094,12820567,,master as of 2015-APR-13 fails -DBOOST_THREADS cmake build,jking3,jking3,Blocker,Closed,Fixed,13/Apr/15 16:01,21/Jul/15 02:21,
Bug,,THRIFT-2931,12765033,,Access to undeclared static property: Thrift\Protocol\TProtocol::$TBINARYPROTOCOLACCELERATED,,goncha,Blocker,Closed,Cannot Reproduce,06/Jan/15 01:50,21/Jul/15 02:21,
Bug,,THRIFT-3192,12838327,,"Go import paths changed in 1.4, and expired June 1",beberg,beberg,Blocker,Closed,Fixed,16/Jun/15 23:00,11/Jul/15 09:55,
Bug,,THRIFT-3102,12821869,,could not make check for Go Library,jensg,in-chief,Blocker,Closed,Fixed,17/Apr/15 13:12,30/Apr/15 18:57,
Bug,,THRIFT-3043,12782110,,go compiler generator uses non C++98 code,jensg,codesf,Blocker,Closed,Fixed,16/Mar/15 00:33,30/Mar/15 20:58,
Bug,,THRIFT-1325,12521451,,"Thrift SVN and latest GCC issue: Undefined symbols: ""apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport>::VERSION_MASK""",roger,philou@philou.ch,Blocker,Closed,Fixed,06/Sep/11 13:46,26/Mar/15 21:50,
Sub-task,,THRIFT-830,12470212,12641270,Switch binary field implementation from byte[] to ByteBuffer,bryanduxbury,bryanduxbury,Blocker,Closed,Fixed,26/Jul/10 22:18,08/Jan/15 13:58,
Bug,Patch Available,THRIFT-2840,12756053,,Cabal file points to LICENSE file outside the path of the Haskell project.,seanparsons,seanparsons,Blocker,Closed,Fixed,18/Nov/14 08:37,18/Nov/14 14:16,
Bug,,THRIFT-2335,12691973,,"thrift incompatibility with py:tornado as server, java as client",,anfernee.gui@gmail.com,Blocker,Closed,Fixed,29/Jan/14 07:46,06/Nov/14 06:27,
Bug,,THRIFT-2385,12698575,,Problem with gethostbyname2 during make check,,proussel,Blocker,Closed,Fixed,04/Mar/14 06:30,10/Jul/14 13:42,
Bug,,THRIFT-2559,12717550,,"Centos 6.5 unable to ""make"" with Thrift 0.9.1",codesf,JDP10101,Blocker,Closed,Fixed,30/May/14 15:27,06/Jul/14 03:04,
Bug,,THRIFT-1447,12533940,,"NullpointerException in ProcessFunction.class :in ""oneway"" method",imysak,imysak,Blocker,Closed,Fixed,05/Dec/11 21:14,26/Feb/14 19:22,
Bug,Patch Available,THRIFT-2370,12696680,,Compiler SEGFAULTs generating HTML documentation for complex strucre,jensg,nhed,Blocker,Closed,Fixed,22/Feb/14 00:18,24/Feb/14 22:04,
Bug,Patch Available,THRIFT-2367,12695418,,Build failure: stdlib and boost both define uint64_t,roger,kubu,Blocker,Closed,Fixed,16/Feb/14 18:46,22/Feb/14 00:45,
Bug,Patch Available,THRIFT-2340,12692514,,Generated server implementation does not send response type EXCEPTION on the Thrift.TApplicationExceptionType.UNKNOWN_METHOD exception,,elbiczel,Blocker,Closed,Fixed,31/Jan/14 13:46,22/Feb/14 00:45,
Bug,,THRIFT-2230,12674378,,Cannot Build on RHEL/Centos/Amazon Linux 6.x,,roncemer,Blocker,Closed,Duplicate,17/Oct/13 19:20,27/Nov/13 05:47,
Bug,,THRIFT-2243,12676097,,TNonblockingServer in thrift crashes when TFramedTransport opens,,juliengreard,Blocker,Closed,Not A Problem,28/Oct/13 10:55,06/Nov/13 20:31,
Bug,,THRIFT-2139,12664626,,MSVC 2012 Error - Cannot compile due to BoostThreadFactory,,chris5287,Blocker,Closed,Fixed,20/Aug/13 15:27,05/Oct/13 01:43,
Bug,,THRIFT-2123,12663926,,GO lib missing files in DIST build,jfarrell,jfarrell,Blocker,Closed,Fixed,15/Aug/13 21:40,16/Aug/13 01:21,
Bug,,THRIFT-2125,12663928,,debian missing from DIST,jfarrell,jfarrell,Blocker,Closed,Fixed,15/Aug/13 21:44,16/Aug/13 00:31,
Improvement,Patch Available,THRIFT-2038,12653430,,THRIFT_INVALID_SOCKET added to PlatformSocket.h,hcorg,hcorg,Blocker,Closed,Fixed,18/Jun/13 12:39,25/Jul/13 03:40,
Bug,Patch Available,THRIFT-2094,12658528,,TNonblocking server no longer works on windows,hcorg,hcorg,Blocker,Closed,Fixed,18/Jul/13 14:04,25/Jul/13 03:40,
Sub-task,,THRIFT-1722,12611136,12611111,C# WP7 Assembly addition beaks mono build,jfarrell,jfarrell,Blocker,Closed,Fixed,10/Oct/12 08:32,11/Oct/12 06:08,
Bug,,THRIFT-1669,12601185,,NameError: global name 'TApplicationException' is not defined ,jfarrell,akvadrako,Blocker,Closed,Fixed,02/Aug/12 08:58,03/Aug/12 03:02,
Bug,Patch Available,THRIFT-1635,12595613,,D codegen bug for required non-nullable fields,klickverbot,klickverbot,Blocker,Closed,Fixed,22/Jun/12 17:49,27/Jul/12 16:05,
Bug,Patch Available,THRIFT-1116,12502356,,Compilation error in file TSSLSocket.cpp on FreeBSD-8.0,pavlin,pavlin,Blocker,Closed,Fixed,25/Mar/11 07:46,27/Jul/12 16:05,
Bug,,THRIFT-1553,12549705,,"thrift nodejs service side can't read map structure, key as enum, value as Object",henrique,marsxu1984,Blocker,Closed,Fixed,05/Apr/12 13:32,12/Apr/12 04:05,
Bug,,THRIFT-1429,12531716,,The nonblocking servers is supposed to use TransportFactory to read the data,bryanduxbury,jboulon,Blocker,Closed,Fixed,16/Nov/11 23:57,02/Mar/12 06:41,
Bug,Patch Available,THRIFT-1523,12544126,,clientTimeout not worked as expected in TServerSocket created by TSSLTransportFactory,sviridov_alexey,sviridov_alexey,Blocker,Closed,Fixed,25/Feb/12 15:45,02/Mar/12 06:13,
Wish,,THRIFT-1466,12535327,,Proper Documentation for Thrift C Glib,,vladpaiu,Blocker,Closed,Duplicate,15/Dec/11 15:35,27/Jan/12 02:34,
Bug,Patch Available,THRIFT-1382,12526194,,Bundle install doesnot work because thrift crashes,jfarrell,digaoddc,Blocker,Closed,Fixed,07/Oct/11 12:42,21/Dec/11 07:58,
Bug,,THRIFT-1258,12518485,,Cannot Serialize Lists of Structs in C#,,mikemorton,Blocker,Closed,Fixed,10/Aug/11 17:25,09/Dec/11 10:52,
Bug,,THRIFT-1426,12531457,,Dist package missing files for release 0.8,jfarrell,jfarrell,Blocker,Closed,Fixed,15/Nov/11 13:18,16/Nov/11 13:25,
Bug,,THRIFT-436,12422287,,perl library has copyright 2006 facebook,,shigin,Blocker,Closed,Invalid,07/Apr/09 20:34,01/Nov/11 02:52,
Improvement,,THRIFT-432,12422216,,Specify version number for the Thrift Gem in the Ruby library,kclark,railsbros_dirk,Blocker,Closed,Fixed,07/Apr/09 09:34,01/Nov/11 02:52,
Bug,,THRIFT-313,12414050,,BinaryProtocolAccelerated and BinaryProtocol don't produce the same bytes when writes aren't strict,bryanduxbury,kclark,Blocker,Closed,Fixed,04/Feb/09 22:47,01/Nov/11 02:52,
Bug,,THRIFT-359,12416354,,nocamel style breaks generated services,bryanduxbury,bryanduxbury,Blocker,Closed,Fixed,07/Mar/09 03:05,01/Nov/11 02:52,
Bug,Patch Available,THRIFT-463,12423332,,THRIFT-236 breaks thrift_spec generation for python,shigin,shigin,Blocker,Closed,Fixed,21/Apr/09 04:40,01/Nov/11 02:52,
Bug,Patch Available,THRIFT-412,12421496,,Docstrings for interface methods are improperly indented,esteve,esteve,Blocker,Closed,Fixed,29/Mar/09 15:17,01/Nov/11 02:52,
Bug,Patch Available,THRIFT-542,12430287,,Perl compiler uses invalid method 'method_exists' and unassigned subroutine arguments in generate_service_processor(),ewaters,ewaters,Blocker,Closed,Fixed,13/Jul/09 21:16,01/Nov/11 02:52,
Bug,Patch Available,THRIFT-426,12421982,,Thrift cpp test doesn't compile,shigin,shigin,Blocker,Closed,Fixed,03/Apr/09 15:26,01/Nov/11 02:52,
Bug,,THRIFT-356,12416150,,Python tests fail,dreiss,kclark,Blocker,Closed,Fixed,04/Mar/09 21:07,01/Nov/11 02:52,
Task,,THRIFT-387,12417337,,Add appropriate Apache header to all code files,tlipcon,bryanduxbury,Blocker,Closed,Fixed,20/Mar/09 02:30,01/Nov/11 02:51,
Bug,Patch Available,THRIFT-360,12416467,,fastbinary fails if field has another type,shigin,shigin,Blocker,Closed,Fixed,09/Mar/09 20:50,01/Nov/11 02:51,
Bug,Patch Available,THRIFT-375,12416935,,syntax error in benchmark.rb,michaelstockton,michaelstockton,Blocker,Closed,Fixed,16/Mar/09 03:47,01/Nov/11 02:51,
Bug,Patch Available,THRIFT-396,12419254,,BinaryProtocol missing method implementations,seliopou,seliopou,Blocker,Closed,Fixed,23/Mar/09 23:06,01/Nov/11 02:51,
Bug,Patch Available,THRIFT-427,12422020,,print_const_value is broken in the compiler for Java,dreiss,dreiss,Blocker,Closed,Fixed,03/Apr/09 22:37,01/Nov/11 02:51,
Bug,,THRIFT-992,12479194,,Naming convention in C# constructor is not consistent with other fields causes compile errors,roger,nberardi,Blocker,Closed,Fixed,05/Nov/10 12:35,01/Nov/11 02:51,
Bug,,THRIFT-315,12414076,,Invalid code when Enum is in another package,bryanduxbury,bmaurer,Blocker,Closed,Fixed,05/Feb/09 05:36,01/Nov/11 02:51,
Bug,,THRIFT-337,12414508,,trunk does not build on debian etch,dreiss,jbellis,Blocker,Closed,Fixed,10/Feb/09 19:06,01/Nov/11 02:51,
Bug,,THRIFT-815,12468599,,Deserialization of lists is critically broken.,tjake,jordo,Blocker,Closed,Fixed,06/Jul/10 01:58,01/Nov/11 02:51,
RTC,Patch Available,THRIFT-291,12413611,,tweak README for Thrift's new location at Apache,gstein,gstein,Blocker,Closed,Fixed,30/Jan/09 12:58,01/Nov/11 02:51,
Bug,,THRIFT-1397,12527870,,CI server fails during build due to unused parameters in delphi generator,kenjiro,jfarrell,Blocker,Closed,Fixed,20/Oct/11 04:05,20/Oct/11 13:47,
Bug,,THRIFT-1285,12519845,,Stable 0.7.0 Windows compiler exe available on the webside is not the good one,jfarrell,rbartement,Blocker,Closed,Fixed,23/Aug/11 16:44,12/Sep/11 14:24,
Bug,,THRIFT-1322,12521394,,"OCaml lib fail to compile: Thrift.ml line 305, int vs int32 mismatch",jfarrell,philou@philou.ch,Blocker,Closed,Fixed,05/Sep/11 22:19,06/Sep/11 16:47,
Bug,,THRIFT-1077,12500137,,binary can't be null in 0.5,,billynewport,Blocker,Closed,Invalid,02/Mar/11 01:46,02/Mar/11 19:05,
Bug,,THRIFT-1008,12480840,,byte[] accessors throw NPE on unset field,bryanduxbury,bryanduxbury,Blocker,Closed,Fixed,24/Nov/10 18:08,24/Nov/10 21:33,
Bug,,THRIFT-1006,12480753,,Impossible to correctly qualify an enum constant in an external thrift file,bryanduxbury,bryanduxbury,Blocker,Closed,Fixed,23/Nov/10 23:46,24/Nov/10 00:27,
Task,,THRIFT-439,12422299,,Release 0.2,,kclark,Blocker,Closed,Fixed,07/Apr/09 21:33,19/Aug/10 05:38,
New Feature,,THRIFT-831,12470286,,FramedTransport implementation that reuses its buffers,bryanduxbury,bryanduxbury,Blocker,Closed,Fixed,27/Jul/10 18:52,13/Aug/10 00:14,
Bug,Patch Available,THRIFT-836,12470674,,Race condition causes CancelledKeyException in TAsyncClientManager,bryanduxbury,ning,Blocker,Closed,Fixed,02/Aug/10 20:40,05/Aug/10 21:14,
Bug,,THRIFT-445,12422414,,THRIFT-236 inadvertently reorders constructors and struct method parameters,dreiss,bryanduxbury,Blocker,Closed,Fixed,08/Apr/09 22:37,09/Apr/09 21:24,
Bug,,THRIFT-444,12422315,,THRIFT-356 broke compact protocol spec,bryanduxbury,bryanduxbury,Blocker,Closed,Fixed,07/Apr/09 23:41,07/Apr/09 23:52,
Bug,,THRIFT-433,12422259,,'rake spec' sort of fails,michaelstockton,bryanduxbury,Blocker,Closed,Fixed,07/Apr/09 16:33,07/Apr/09 16:36,
Bug,Patch Available,THRIFT-425,12421979,,numeric_limits is declared in <limits>,shigin,shigin,Blocker,Closed,Fixed,03/Apr/09 14:52,03/Apr/09 15:05,
Bug,,THRIFT-292,12413612,,contrib/fb303 needs removal or cleanup,dreiss,gstein,Blocker,Closed,Fixed,30/Jan/09 13:11,01/Apr/09 21:03,
Bug,,THRIFT-393,12419184,,RPM .spec file has incorrect license,bryanduxbury,shigin,Blocker,Closed,Fixed,22/Mar/09 19:02,01/Apr/09 21:02,
Bug,Patch Available,THRIFT-417,12421801,,BufferedTransport can enter an infinite loop,bryanduxbury,bryanduxbury,Blocker,Closed,Fixed,01/Apr/09 17:42,01/Apr/09 20:10,
Bug,Patch Available,THRIFT-415,12421723,,BinaryProtocolAccelerated does not behave properly when strict reads are turned off,bryanduxbury,bryanduxbury,Blocker,Closed,Fixed,31/Mar/09 23:39,31/Mar/09 23:48,
Bug,Patch Available,THRIFT-372,12416880,,Ruby lib doesn't rescue properly from lack of native_thrift extension,bryanduxbury,kclark,Blocker,Closed,Fixed,13/Mar/09 23:44,26/Mar/09 18:42,
Bug,,THRIFT-402,12419346,,MemoryBuffer > 4096 bytes will truncate remaining bytes,bryanduxbury,bryanduxbury,Blocker,Closed,Fixed,24/Mar/09 20:07,24/Mar/09 21:10,
Bug,Patch Available,THRIFT-158,12405776,,"Some of the C# runtime library files say Copyright (C) 2007 imeem, inc. <http://www.imeem.com>  All rights reserved. ",euphoria,engberg,Blocker,Closed,Fixed,06/Oct/08 02:58,20/Mar/09 02:29,
Bug,,THRIFT-298,12413689,,Exception propagation seems broken for Ruby clients,vicaya,vicaya,Blocker,Closed,Fixed,31/Jan/09 09:36,03/Feb/09 01:17,
Wish,,THRIFT-4037,13036641,,[CMake] Use a single build system for thrift to make development easier,jking3,jking3,Critical,Open,,20/Jan/17 18:37,25/Oct/22 20:21,
Bug,,THRIFT-5484,13414951,,Can't install 0.14.0 not on pypi repository,jensg,Meng Zhuo,Critical,Closed,Works for Me,02/Dec/21 06:54,30/Aug/22 21:25,
Bug,,THRIFT-3877,12989089,,"C++ library don't work with HTTP (csharp server, cpp client; need cross test enhancement)",jking3,faserg1,Critical,Open,,13/Jul/16 10:59,05/Mar/22 21:51,
Wish,,THRIFT-5508,13425903,,Please don't delete older versions from Homebrew!,jensg,hirano-s@aist.go.jp,Critical,Closed,Not A Bug,01/Feb/22 05:00,02/Feb/22 16:56,
Task,,THRIFT-5424,13380845,,Cut release 0.14.2,jensg,ayegorov,Critical,Closed,Fixed,27/May/21 19:28,20/Jan/22 19:27,
Bug,,THRIFT-5468,13405521,,Swift service generator doesn't support oneway,,kwojniak_box,Critical,Open,,07/Oct/21 23:54,13/Nov/21 23:33,
Bug,,THRIFT-5382,13368064,,Netstd default list/set enums values are generated incorrectly in some cases,thomasbruggink,thomasbruggink,Critical,Closed,Fixed,27/Mar/21 07:03,11/Sep/21 12:31,
Bug,,THRIFT-5394,13370568,,AppVeyor CI tries to download outdated cmake,jensg,jensg,Critical,Closed,Fixed,09/Apr/21 06:53,11/Sep/21 12:30,
Sub-task,,THRIFT-3532,12928388,12928383,Add configurable string and container read size limit to Python protocols,nsuke,nsuke,Critical,Closed,Fixed,07/Jan/16 18:11,25/Aug/21 15:13,
Improvement,,THRIFT-2877,12759295,,Optimize generated hashCode,roshangeorge,mrettig,Critical,Closed,Fixed,03/Dec/14 22:21,23/Jun/21 21:28,
Bug,,THRIFT-5098,13285582,,"Deprecated: ""The high level Network interface is no longer supported. Please use Network.Socket."" and other Haskell issues",,jensg,Critical,Closed,Won't Fix,16/Feb/20 11:57,22/Mar/21 08:47,
Bug,,THRIFT-5039,13271153,,thrift npm package should be published from root folder,jensg,sonerokur,Critical,Closed,Fixed,28/Nov/19 08:43,02/Mar/21 19:36,
Bug,,THRIFT-5293,13334651,,Blackduck shows the security vulnerabilities in libfb303:0.9.3,ulidtko,suraj786,Critical,Closed,Fixed,09/Oct/20 13:34,02/Mar/21 19:36,
Bug,,THRIFT-5353,13359303,,Namespace from type is ignored in generated code,fishywang,jpkroehling,Critical,Closed,Fixed,18/Feb/21 12:47,02/Mar/21 19:36,
Bug,,THRIFT-4958,13255823,,TSocket: timed out reading 4 bytes from server:port ,,dedipyaman,Critical,Closed,Not A Problem,10/Sep/19 08:55,02/Mar/21 19:36,
Bug,,THRIFT-5099,13285589,,Conflict between crosstest requirements and environment checks during build (Python 3.3 or later is required for proper operation),,jensg,Critical,Closed,Duplicate,16/Feb/20 12:08,02/Mar/21 19:36,
Bug,,THRIFT-3496,12923402,,C++: Cob style client fails when sending a consecutive request,sebastian.zenker,sebastian.zenker,Critical,Closed,Fixed,21/Dec/15 11:25,20/Feb/21 15:28,
Bug,,THRIFT-2519,12712828,,"""processor"" class is not being generated",,brijrajsingh,Critical,Closed,Duplicate,07/May/14 13:05,20/Feb/21 15:28,
Improvement,,THRIFT-3245,12845243,,Tutorials can't be disabled when using CMake,pascal.bach,pascal.bach,Critical,Closed,Fixed,15/Jul/15 12:19,20/Feb/21 15:27,
Bug,,THRIFT-2158,12666521,,"Compact, JSON, and SimpleJSON protocols are not working correctly",jensg,guitarj87,Critical,Closed,Fixed,02/Sep/13 00:26,20/Feb/21 15:27,
Bug,Patch Available,THRIFT-2201,12669579,,Ternary operator returns different types (build error for some compilers),codesf,codesf,Critical,Closed,Fixed,19/Sep/13 23:30,20/Feb/21 15:27,
Bug,,THRIFT-3401,12908679,,Nested collections emit Objective-C code that cannot compile,kdubb,steve.yegge,Critical,Closed,Fixed,28/Oct/15 19:51,20/Feb/21 15:27,
Bug,,THRIFT-1865,12633806,,Thrift don't build on Android,,deiv,Critical,Closed,Duplicate,24/Feb/13 18:25,20/Feb/21 15:26,
Bug,,THRIFT-5118,13287769,,Fix memory leak when the handler method return a exception,wangyunjian,wangyunjian,Critical,Closed,Fixed,26/Feb/20 15:21,11/Feb/21 22:27,
Bug,,THRIFT-5083,13283440,,NetStd JSON Protocol left in incorrect state ,ptsneves,ptsneves,Critical,Closed,Fixed,05/Feb/20 10:48,11/Feb/21 22:27,
Bug,,THRIFT-5144,13293105,,Fix memory leak when generate deserialize list element,wangyunjian,wangyunjian,Critical,Closed,Fixed,21/Mar/20 14:32,11/Feb/21 22:27,
Bug,,THRIFT-5302,13337807,,Add recursive function name uniqueness check,wlmwang,wlmwang,Critical,Closed,Fixed,29/Oct/20 06:00,11/Feb/21 22:27,
Bug,,THRIFT-5199,13303553,,Infinite loop in PHP TSocket::write when peer closes connection ,Heilig,Heilig,Critical,Closed,Fixed,08/May/20 06:14,11/Feb/21 22:27,
Bug,,THRIFT-5136,13290359,,Fix memory leak in thrift_multiplexed_processor_process_impl(),wangyunjian,wangyunjian,Critical,Closed,Fixed,08/Mar/20 09:26,11/Feb/21 22:27,
